Age,Gender,Previous_GPA,Attendance,Study_Hours_PerWeek,Major,Uni_Type,Financial_Status,Motivation,Stress_Levels,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Hours_PerDay,Nutrition,Screen_Time_PerDay,Educational_Tech_Use,Bullying,Learning_Style,Lack_of_Interest,GPA
18,M,1,,,Engineering,Public,Medium,Low,Low,Medium,20,No,4,Unhealthy,2,No,Yes,,Medium,
20,,1.7,74,20,Arts,Public,Low,Low,Low,High,30,Yes,6,Healthy,6,No,Yes,Kinesthetic,Medium,2
21,F,3.7,75,19,Medicine,Private,High,Low,Medium,High,32,No,7,Balanced,8,Yes,No,Kinesthetic,Medium,1
22,M,4,93,11,Business,Private,Low,Medium,Medium,High,89,,7,,8,,Yes,Auditory,High,2.7
18,,3.3,85,14,Science,Public,High,,High,Low,70,,4,Healthy,8,Yes,No,,Low,1.7
21,M,3.7,,11,,Public,Low,High,Medium,Medium,70,No,9,Unhealthy,5,No,No,Visual,Low,4
20,F,3.7,77,8,Medicine,Private,,Medium,Low,Medium,60,Yes,,Healthy,9,No,Yes,Visual,Low,1.3
22,F,2,82,10,Arts,Private,High,High,Low,Low,92,No,5,Balanced,3,Yes,Yes,Visual,Medium,2.3
,M,2,89,8,Medicine,Private,High,High,,Low,50,No,9,Healthy,3,No,No,,High,2
,F,2,98,10,Law,Public,Low,Low,,Medium,29,No,9,Healthy,9,Yes,Yes,Auditory,High,2
18,F,,84,13,Science,Public,Low,Low,Medium,Low,76,No,8,Healthy,3,Yes,No,Visual,Medium,1.3
19,M,3,99,12,Arts,Private,High,Low,High,Low,22,No,6,Healthy,5,,Yes,Visual,High,1.7
18,F,3.7,,12,Medicine,Private,Low,Low,Low,High,73,Yes,7,Balanced,8,No,Yes,Auditory,High,1.7
18,M,2.7,91,8,Science,Private,Medium,High,Low,High,87,,6,Balanced,10,Yes,No,Auditory,Low,2.7
22,,1.3,98,12,Engineering,Public,,Low,High,High,47,Yes,5,Balanced,,Yes,Yes,Auditory,High,
19,F,3.3,81,7,,Private,Low,Low,Medium,Low,94,Yes,7,Balanced,,Yes,Yes,Kinesthetic,Medium,1.3
18,F,3.7,75,17,Law,Public,Low,Medium,High,Low,,Yes,9,Balanced,3,Yes,Yes,Visual,,1
20,F,1.7,95,5,Medicine,Public,Medium,Low,Medium,High,31,Yes,5,Healthy,8,,No,Auditory,High,
20,F,1,77,17,Business,Public,High,Low,High,Medium,99,Yes,6,,7,No,No,Visual,Low,4
20,M,2.3,94,19,Engineering,Private,Medium,High,Low,,99,No,9,Unhealthy,8,Yes,No,Visual,High,1.7
21,M,,76,14,Law,Public,Low,High,High,Medium,23,Yes,9,Unhealthy,8,No,Yes,Visual,Medium,3.7
18,M,,98,5,Law,Public,Low,,Medium,Medium,,Yes,4,Unhealthy,9,Yes,Yes,Visual,,1
21,M,1,84,6,Science,Public,Medium,Medium,Medium,High,22,No,9,Balanced,7,No,Yes,Visual,Medium,2.3
22,M,2.7,72,5,Medicine,Private,Medium,Medium,,Low,71,No,7,Unhealthy,6,No,No,Visual,Low,2.7
,M,1,92,,Science,Private,Low,High,High,Low,,Yes,5,Unhealthy,,No,,,High,1
22,M,3.3,88,18,Engineering,Public,Medium,Low,Medium,High,81,Yes,6,Balanced,5,Yes,,,,1
21,F,2.7,70,9,Law,Public,High,High,Medium,Medium,26,No,4,Healthy,9,No,No,Visual,Low,1.3
,F,3.7,79,16,Science,Private,Medium,High,Medium,,98,No,9,Balanced,10,No,Yes,Kinesthetic,Low,3.3
21,M,1.3,75,7,Science,Private,High,High,Medium,Low,62,No,8,Healthy,10,Yes,No,Kinesthetic,,1.7
18,M,3.7,90,9,Law,Public,High,High,Low,Low,38,Yes,9,Healthy,5,,No,Auditory,,1
18,F,3.7,,10,Arts,Public,Medium,Medium,High,Low,48,Yes,7,,9,Yes,,Visual,High,2
21,F,2,75,11,Science,Private,Medium,Low,High,High,80,No,4,Balanced,9,No,,Kinesthetic,Medium,2.3
20,F,3.3,82,6,Science,Private,,Low,Medium,Medium,68,No,7,Balanced,,Yes,No,Visual,High,3.7
18,F,1,,15,Law,,High,High,,Low,58,No,6,Healthy,9,Yes,Yes,,Medium,3.7
19,F,3.7,100,15,Science,Private,Medium,Medium,Medium,Low,36,Yes,7,Balanced,7,,Yes,Visual,,1.7
19,M,1.3,,6,Law,Public,Low,Medium,Medium,High,,No,8,Healthy,6,Yes,,Auditory,Medium,
19,M,3.3,97,,Medicine,Private,Low,Medium,High,,25,,6,Balanced,7,No,Yes,Kinesthetic,Low,3.7
22,F,1.3,82,19,Engineering,,Low,Medium,Medium,Low,39,Yes,5,Healthy,3,No,No,Kinesthetic,Medium,3.7
22,F,1.3,,19,Engineering,Private,High,High,Medium,Medium,92,No,9,Healthy,2,Yes,No,,Medium,3.3
20,F,1,93,20,,Private,High,Medium,Low,Low,23,No,5,Balanced,,No,No,Visual,Low,3.3
20,M,2.7,,15,Medicine,Private,,Medium,Low,Medium,56,No,9,Unhealthy,8,Yes,No,Visual,High,2.7
20,F,3.7,70,14,Law,Public,High,High,High,High,55,Yes,7,Healthy,7,Yes,Yes,Kinesthetic,Medium,1.3
21,,,84,10,Medicine,Public,Medium,High,Medium,Medium,23,,8,Unhealthy,9,Yes,Yes,Visual,Low,3
18,M,4,90,20,Business,Private,Medium,Medium,High,Medium,,No,4,Balanced,3,Yes,No,,High,
,F,1,82,,Law,Public,Medium,Low,High,,29,,5,,,No,,Kinesthetic,High,2.3
20,F,3.7,80,13,Arts,Public,,High,Low,Medium,,No,4,Balanced,,Yes,Yes,Kinesthetic,High,2.3
21,F,1,,13,Arts,Private,Medium,High,Low,Low,94,No,5,Unhealthy,,Yes,No,,High,1.7
18,M,3.7,90,8,Arts,Private,Low,Low,High,Low,49,No,,Unhealthy,6,Yes,No,Auditory,Low,2.3
22,F,4,84,10,Arts,,High,,Low,Medium,61,No,4,Balanced,5,Yes,Yes,Kinesthetic,Medium,2.3
20,F,3,89,11,Business,Private,High,High,High,High,66,No,4,Unhealthy,3,No,No,Kinesthetic,Medium,1.7
20,F,3,83,10,Arts,Public,High,Medium,High,Medium,37,No,,Healthy,8,No,Yes,Kinesthetic,High,3.7
22,M,,77,16,Business,Private,Medium,Medium,High,High,46,Yes,9,Healthy,8,Yes,No,Visual,High,1.3
20,F,1.7,76,,Engineering,Private,Low,Low,,Medium,42,No,,Healthy,6,Yes,Yes,Visual,Low,4
22,F,3.3,93,14,Business,Public,High,,Medium,Low,82,Yes,4,Unhealthy,2,Yes,No,Visual,Medium,2.3
22,F,1.3,99,16,Science,Public,High,Medium,,Medium,41,Yes,,Unhealthy,,No,Yes,Kinesthetic,Low,2.3
21,F,3.7,82,15,Engineering,Public,Low,Medium,High,High,67,,8,Healthy,7,No,No,Auditory,Medium,3
19,M,1.3,88,,Arts,Public,Low,Low,High,High,72,No,7,Unhealthy,3,No,Yes,Auditory,Low,4
21,,1.7,75,8,Medicine,Public,High,Low,,Low,81,No,6,Healthy,9,Yes,,,Low,3
20,M,2.3,85,,Engineering,Private,High,Low,High,High,88,,7,Balanced,8,Yes,,Kinesthetic,Low,2
22,F,3.3,71,,Law,Public,High,Medium,Low,Medium,50,No,8,Unhealthy,3,Yes,No,,High,3.7
19,M,2.3,89,20,Science,Public,Low,High,High,Medium,74,Yes,4,Balanced,6,Yes,Yes,Visual,Low,4
,M,,81,7,Law,Public,Medium,Medium,High,High,64,Yes,4,Healthy,4,No,Yes,Kinesthetic,Medium,1.7
22,M,1,93,15,,,,Medium,High,Medium,88,No,5,Healthy,,,No,Kinesthetic,High,3.3
21,M,3,77,17,Law,Private,Medium,Medium,High,Low,83,No,5,Balanced,7,,Yes,Auditory,Medium,2
,F,,87,20,Science,Private,Medium,High,High,High,51,,8,Unhealthy,10,No,Yes,Auditory,Medium,3
18,F,2.3,77,7,Science,,Low,Low,Low,Low,69,,7,Healthy,10,No,Yes,Auditory,Medium,3.3
21,M,1.7,,7,Medicine,Public,Medium,High,Low,High,89,,7,Unhealthy,4,No,Yes,Kinesthetic,Medium,2.3
21,F,2.3,,11,Business,Public,Low,High,Medium,,52,Yes,7,Healthy,10,No,No,Kinesthetic,Low,1.3
20,M,1.3,72,17,Law,Public,Medium,Low,High,High,55,No,4,Unhealthy,8,Yes,No,Kinesthetic,Medium,3.3
20,F,3.7,92,19,Law,Public,Medium,Low,Low,High,39,Yes,4,Unhealthy,9,Yes,No,Visual,Low,3
18,F,1.3,94,16,Law,Public,Low,High,Low,Low,48,No,4,Balanced,7,Yes,Yes,Kinesthetic,High,4
22,,3.7,95,9,Medicine,Private,,Medium,High,High,36,Yes,6,,10,Yes,Yes,Visual,Low,3.3
21,F,4,80,5,Science,Private,High,,Low,Low,50,Yes,7,Balanced,3,Yes,No,Kinesthetic,High,2.3
21,M,1.3,85,17,,Public,Low,Medium,High,High,66,,6,Balanced,5,Yes,No,Kinesthetic,Low,2
,F,2.7,85,18,,,Low,Low,Low,Medium,45,Yes,7,Balanced,7,Yes,Yes,,Low,4
22,F,1.3,74,14,Business,Private,Medium,Medium,Low,Low,94,Yes,6,Unhealthy,10,,Yes,Kinesthetic,Low,1
19,,3.3,90,8,Science,Private,High,Low,,Low,,No,4,Unhealthy,10,Yes,Yes,,Low,2.3
22,,2.3,76,10,Medicine,Private,Low,,Low,High,85,No,8,Balanced,10,No,No,,Low,2.3
20,F,2.3,70,18,Business,Private,Medium,,Low,High,26,No,9,,6,No,No,Kinesthetic,High,
18,F,,74,13,Engineering,,Medium,Low,Low,Medium,27,No,,,7,Yes,Yes,Auditory,,3
21,,3.3,81,10,Engineering,Public,Low,High,Medium,Medium,31,Yes,9,Unhealthy,6,Yes,No,Visual,Medium,2
18,F,4,91,14,Engineering,Public,,Medium,Low,High,22,No,7,Healthy,6,Yes,No,Auditory,High,4
21,M,2.3,71,15,Law,Public,Medium,High,Medium,Low,24,No,,Healthy,2,No,Yes,Kinesthetic,High,1
19,F,1.7,86,20,Medicine,Private,Low,Low,High,Low,,No,7,Unhealthy,9,Yes,Yes,,High,2
19,F,2.3,75,20,Engineering,Public,Medium,Low,Medium,Medium,60,,9,Healthy,8,Yes,No,Kinesthetic,High,3
21,M,2.3,74,13,Science,Private,High,Medium,High,Medium,72,No,,Unhealthy,9,No,,Kinesthetic,Low,1
19,F,1.7,80,18,Science,Private,,Low,Low,,81,Yes,4,Healthy,8,,Yes,Kinesthetic,High,2
20,F,3,92,20,Law,Public,Medium,Medium,High,High,74,Yes,6,Unhealthy,9,Yes,Yes,Auditory,High,2
18,F,1.7,74,10,Medicine,Private,Medium,,Low,,92,Yes,,Healthy,5,No,No,Auditory,High,1.3
19,,3.3,74,18,Science,Public,,High,Medium,Low,44,No,6,Balanced,2,No,Yes,,High,4
21,F,3,76,6,Science,Public,Medium,High,Low,Medium,65,No,,Healthy,9,Yes,No,Auditory,Medium,3.7
21,M,3.7,72,5,Engineering,Private,Medium,,Low,High,94,No,9,Unhealthy,7,Yes,Yes,Kinesthetic,,3
22,F,2,90,5,Law,Private,High,Medium,Low,Low,,No,8,Balanced,3,No,No,Kinesthetic,Medium,1.3
20,F,,100,13,,Public,,Low,Low,Medium,98,Yes,9,Balanced,3,Yes,No,Auditory,Medium,2.7
21,M,1.7,95,11,Law,Private,High,Low,Low,Low,44,Yes,5,,8,Yes,No,Visual,Low,1.3
21,F,3.7,91,17,Business,Private,Low,,Medium,Medium,49,Yes,7,Healthy,5,No,Yes,Kinesthetic,High,
,M,4,73,7,Business,Private,Low,Medium,High,Medium,49,Yes,9,Unhealthy,6,No,,Visual,High,1
20,F,3,70,9,Business,Public,Medium,Medium,Low,Medium,63,No,7,Unhealthy,9,No,,,Medium,1.7
20,F,,81,6,Arts,Private,Medium,High,High,Medium,68,No,,Healthy,10,No,Yes,Visual,Low,
22,M,,91,8,Business,Public,Medium,Medium,Low,High,78,Yes,6,Balanced,10,Yes,No,Kinesthetic,Low,4
18,F,3,,6,Science,,High,,Medium,High,51,Yes,8,Healthy,,Yes,Yes,Visual,Low,2.3
18,F,1.7,81,9,Law,Public,Low,Low,High,High,23,No,,Balanced,7,,Yes,Visual,Low,3.7
22,M,1.7,88,18,Medicine,Public,High,Low,Medium,High,70,,5,Healthy,4,,Yes,Kinesthetic,High,3
20,F,1,,9,Engineering,Private,Medium,High,Low,Low,97,Yes,5,Unhealthy,8,Yes,Yes,Visual,High,3.3
22,M,,97,17,Law,Private,,High,Low,Low,85,No,5,Balanced,9,Yes,No,Kinesthetic,High,3
18,M,2.3,94,17,Business,Public,Medium,Medium,Low,High,43,No,5,Healthy,2,Yes,No,Visual,High,2.3
19,M,2,70,5,Engineering,Public,,Medium,High,Low,41,No,5,Unhealthy,5,Yes,Yes,,Low,3.7
19,F,2,94,12,Science,,Low,Medium,Low,Low,32,No,5,Healthy,2,Yes,No,Visual,Medium,1.7
19,M,,,14,Law,Public,Medium,,Medium,Low,99,No,8,,10,,,Kinesthetic,High,2.3
22,F,1,89,6,Science,Private,Medium,Low,,,40,No,6,Unhealthy,10,No,Yes,,High,3
19,M,3,75,7,Arts,Public,High,High,Medium,Low,68,Yes,5,Unhealthy,4,No,Yes,Kinesthetic,Medium,4
21,,1,77,12,Medicine,Private,,High,Low,Low,51,No,7,Unhealthy,7,Yes,Yes,Auditory,High,3.7
,M,3.3,82,16,Arts,Private,Medium,High,Low,,32,Yes,6,Healthy,5,,No,Auditory,,3
20,F,,85,13,Law,Public,High,Medium,,Low,29,No,4,Balanced,,No,,Visual,Low,1
18,F,1,73,6,Medicine,Private,Low,High,Medium,Low,39,No,4,Healthy,7,No,No,Auditory,High,2
18,,1,93,16,Medicine,Public,Low,,Medium,Low,32,Yes,9,Unhealthy,10,Yes,Yes,Visual,Medium,1.3
19,M,3,83,8,Business,Public,Medium,Medium,Medium,Medium,39,Yes,9,Healthy,8,Yes,Yes,Auditory,Low,4
18,M,3.7,86,13,Law,Private,Medium,Medium,High,,25,No,4,Healthy,10,No,Yes,Auditory,,3
,F,2,,8,Arts,Public,Low,Low,Low,,77,Yes,4,Unhealthy,5,Yes,No,Auditory,High,3.7
,M,1.7,85,,Arts,Public,Low,Medium,High,Low,,Yes,,Healthy,4,,Yes,Kinesthetic,Medium,
21,M,1.3,94,,Law,Public,High,Medium,High,Medium,81,No,9,Healthy,9,Yes,No,Visual,,2
20,M,3,72,10,Medicine,Private,Medium,Medium,Low,,25,Yes,4,Healthy,8,,No,Kinesthetic,Low,3.3
18,M,1.7,87,7,Business,Public,,Low,High,Medium,95,No,7,Balanced,3,Yes,No,,High,3
21,M,1,73,15,Arts,Public,Medium,High,Low,Medium,97,Yes,6,Unhealthy,4,No,Yes,Auditory,Medium,3.3
20,M,,84,8,Arts,Private,Medium,Low,,High,84,No,,Balanced,6,Yes,Yes,Visual,Low,2.3
20,M,3.3,73,17,Medicine,,Low,Medium,High,Low,48,,5,Healthy,7,No,No,Visual,High,2.7
21,F,4,,10,Law,Public,Medium,Low,High,Low,45,No,,Healthy,4,Yes,No,Auditory,Low,3.3
21,M,4,98,11,Science,Public,High,Medium,Medium,High,,Yes,7,Balanced,6,No,Yes,Auditory,High,3.3
,M,2.7,88,19,Engineering,Public,Medium,Medium,Low,Medium,77,No,4,Balanced,,No,Yes,Auditory,High,1.7
21,M,3.3,,13,Engineering,Public,Medium,Medium,,High,49,Yes,9,Healthy,4,Yes,Yes,Auditory,,
20,F,,,6,Medicine,Public,Low,Low,Low,Medium,87,Yes,,Balanced,8,Yes,No,Visual,High,2
20,F,3,,20,Law,Private,Medium,High,Low,Low,57,No,8,Healthy,8,Yes,No,Kinesthetic,Medium,2
19,F,,,7,Arts,Private,Low,High,High,Medium,60,No,7,Balanced,2,,No,Visual,High,3
20,M,3.3,70,,Science,Private,,Medium,Medium,Medium,98,Yes,7,Healthy,3,No,No,Kinesthetic,Medium,2.7
21,F,4,,15,Science,Public,High,Low,,Low,95,Yes,4,Healthy,3,Yes,Yes,,,1.3
18,F,3.7,70,16,Engineering,Private,High,Low,Low,High,81,No,8,Healthy,2,No,No,Auditory,High,1.7
22,F,3,94,16,Law,Public,,Medium,Medium,Medium,,No,6,Unhealthy,10,Yes,No,Visual,,4
18,M,1,88,16,Law,Private,High,High,High,,90,No,9,,,Yes,No,,,
19,F,2,99,5,Law,Private,Medium,Medium,Low,Low,77,Yes,8,Healthy,2,,Yes,Visual,High,1
19,,,91,9,,Private,Low,High,Medium,High,30,Yes,8,Unhealthy,8,No,No,,,
20,,,82,,Engineering,Public,High,High,High,,37,Yes,4,Unhealthy,,No,No,Auditory,High,3.7
22,,2.3,82,,Medicine,Public,High,Low,Low,Medium,,No,6,,7,,No,Kinesthetic,Medium,4
22,F,2,80,6,Business,Private,High,Low,Medium,High,45,No,,Unhealthy,10,Yes,,,High,2.3
22,F,1.7,80,13,Medicine,Private,Medium,Medium,High,Medium,53,No,5,Unhealthy,2,No,Yes,Auditory,High,1.3
22,M,3.3,81,11,Arts,Public,High,High,,Low,22,Yes,9,Unhealthy,4,No,Yes,Kinesthetic,High,1.3
20,M,2.7,,12,Engineering,Private,High,Medium,High,High,24,Yes,6,Balanced,9,No,No,Visual,Medium,3.3
18,F,3,76,18,Law,Public,Medium,High,Low,Low,,No,6,Healthy,3,,No,Kinesthetic,Medium,1
18,F,2,76,20,Engineering,Public,Low,High,High,Medium,91,Yes,8,Healthy,10,No,Yes,Kinesthetic,Low,3
22,F,,88,16,Business,Private,Low,Low,High,High,73,No,4,Healthy,2,No,Yes,Kinesthetic,Medium,2.7
20,F,1,75,16,Science,,,Low,High,High,80,No,4,Unhealthy,6,Yes,Yes,Auditory,Low,3.3
22,M,3.7,71,11,Engineering,Private,Medium,Low,High,High,38,Yes,6,,10,Yes,No,Auditory,Low,3.3
22,M,1,90,20,Engineering,Public,High,Medium,High,Low,,Yes,7,Healthy,6,No,Yes,Auditory,High,3
20,F,1.7,85,18,Business,Private,Medium,High,Low,High,50,Yes,7,Unhealthy,2,Yes,No,Visual,,2.7
18,M,3.3,73,12,Medicine,Public,Low,Low,Medium,Low,61,No,5,Healthy,7,Yes,Yes,Kinesthetic,,3
18,F,4,84,12,Science,Public,Medium,High,Medium,High,51,Yes,8,,7,Yes,No,Auditory,Low,1.3
19,M,3,94,15,Medicine,Private,Low,Low,,Low,27,Yes,8,Balanced,3,Yes,Yes,Auditory,Medium,3
22,,3.7,95,13,Medicine,Private,Low,Low,Medium,Low,,Yes,8,Unhealthy,6,Yes,Yes,Kinesthetic,High,4
19,F,1.7,81,18,Medicine,Public,High,Medium,Medium,,38,Yes,8,Unhealthy,4,Yes,Yes,Visual,,1.7
19,F,3.3,100,,Business,Private,High,,Low,High,70,Yes,5,Balanced,5,Yes,,,Low,1
20,F,1,83,7,Law,Public,High,High,High,,22,Yes,5,Healthy,10,,Yes,Kinesthetic,High,3
21,M,1.3,100,20,Engineering,Public,Low,Low,Low,Low,54,No,9,Healthy,4,Yes,No,Kinesthetic,Medium,3.3
22,M,4,86,17,,Private,Medium,,Low,Low,88,No,5,,2,Yes,Yes,Kinesthetic,Medium,3.3
20,F,4,,20,Medicine,Public,Medium,Low,Medium,High,59,Yes,5,Unhealthy,4,,No,Visual,Low,3.3
20,M,3.7,94,18,Business,,Low,Low,,Low,98,Yes,5,Healthy,,Yes,No,Auditory,Medium,3.3
19,M,4,91,16,Law,Public,High,,Low,Low,,Yes,7,Healthy,10,Yes,Yes,Kinesthetic,Medium,
20,M,2.3,96,,Engineering,Private,Low,Low,Medium,Medium,23,No,6,,6,No,No,Kinesthetic,,1.3
19,M,4,72,18,Engineering,Private,Low,Low,High,Medium,46,Yes,4,Healthy,4,Yes,Yes,Auditory,,3
21,M,1.3,77,13,Business,Public,Medium,Low,Low,Medium,53,Yes,6,Balanced,9,Yes,,Auditory,Low,3.7
20,F,3.7,77,7,Science,Private,Medium,Low,High,Medium,38,No,6,,5,No,Yes,Auditory,Low,2.7
20,F,2,87,,,Public,Low,High,High,Medium,59,Yes,8,Balanced,4,No,No,Kinesthetic,High,2.7
19,F,1,96,7,Science,Private,High,High,Low,Low,39,Yes,,Balanced,6,No,Yes,Kinesthetic,Low,
22,F,4,87,15,,Private,Low,Low,Medium,High,89,No,7,Unhealthy,5,Yes,,Visual,Low,3
20,M,4,72,,Arts,Public,Medium,Low,High,Low,67,Yes,5,Healthy,2,No,Yes,Auditory,Low,1.7
18,M,3,96,6,Business,Public,Low,Medium,Low,Medium,96,Yes,6,Unhealthy,4,No,No,Visual,High,3.3
19,M,1.7,99,12,Law,Private,High,High,Medium,Medium,,Yes,8,,8,No,Yes,Visual,Medium,2
,F,1.7,85,5,Business,Public,Medium,High,High,Low,86,,8,Unhealthy,6,No,,Auditory,Low,4
21,F,3,91,13,,Private,High,,Medium,Low,,Yes,5,Unhealthy,9,No,Yes,Visual,Low,3.3
,F,2.3,74,17,Arts,Public,Medium,Medium,Medium,,27,Yes,6,Healthy,9,No,Yes,,Medium,3.3
22,M,1,72,9,,Public,Low,Medium,,Low,85,No,5,Unhealthy,3,No,,Kinesthetic,Medium,3.7
19,,2.3,96,17,Medicine,Public,Medium,High,Low,,77,No,,Balanced,6,Yes,,Visual,High,2
18,F,1,70,7,Arts,Private,Medium,Low,High,Medium,28,,4,Unhealthy,9,Yes,No,Auditory,Medium,3
19,F,3,74,7,Business,Private,Low,High,High,Low,29,Yes,8,Unhealthy,5,No,No,,,1.3
20,F,3,82,19,,Public,Low,Medium,Medium,Low,59,Yes,6,Healthy,7,No,Yes,Kinesthetic,High,
21,F,2.7,80,5,Arts,Public,Low,Low,Medium,High,78,No,4,Unhealthy,,,Yes,Kinesthetic,High,3.7
18,M,3.7,78,10,Arts,Private,Low,Medium,Low,Low,41,,4,Balanced,6,Yes,Yes,Visual,Medium,
18,M,3.7,71,15,Engineering,,Medium,Medium,Medium,Medium,63,Yes,8,Balanced,,No,Yes,Kinesthetic,Medium,4
18,,,82,15,Arts,Private,Medium,Medium,Low,High,58,Yes,9,Healthy,2,,No,Auditory,High,2.7
19,M,2.7,88,15,Law,Private,Medium,High,Medium,High,,Yes,4,Unhealthy,4,No,Yes,Visual,Low,2
20,,3.3,92,,Business,Private,High,Medium,Low,Medium,60,Yes,8,Healthy,4,Yes,No,Kinesthetic,,
20,F,3,70,15,Business,Public,Low,High,Low,High,50,Yes,9,Balanced,9,Yes,Yes,Visual,Medium,
20,F,4,71,15,Engineering,Private,Medium,,Low,,53,No,8,Balanced,,No,Yes,Auditory,Low,2.7
22,M,3.3,76,14,Medicine,Public,Low,High,High,Medium,79,Yes,9,Healthy,8,Yes,,Kinesthetic,High,2.3
18,F,3,73,9,Business,Public,Low,Medium,High,High,63,Yes,9,Unhealthy,10,No,No,,Medium,1.7
21,F,1.3,74,11,Law,Private,Medium,Medium,Medium,,47,No,4,Unhealthy,,Yes,No,Kinesthetic,Medium,3.7
18,M,3,85,8,Medicine,Private,Low,,Medium,Low,52,Yes,9,,7,Yes,Yes,Visual,High,2
,M,4,,6,Science,Public,High,Low,High,Medium,87,Yes,9,Healthy,8,Yes,No,Visual,High,1.3
21,F,2.3,100,,Business,Public,Low,Low,High,High,42,Yes,6,Balanced,9,,No,,Medium,3
21,M,1.3,80,15,Engineering,Private,Low,,Medium,Medium,60,Yes,8,Unhealthy,6,Yes,,Kinesthetic,,2.3
,M,3,85,14,Medicine,Public,Low,Low,Low,Medium,74,Yes,9,,4,Yes,No,Kinesthetic,High,3.7
18,,,95,19,Law,Public,Medium,Medium,Low,High,35,No,,Unhealthy,8,Yes,Yes,Auditory,High,2.7
21,M,3,99,8,Engineering,Public,High,Medium,High,High,73,Yes,9,Healthy,4,Yes,No,Kinesthetic,,3
18,F,2.3,91,18,Engineering,Public,,,High,Low,27,Yes,8,Balanced,3,No,No,Kinesthetic,High,3
22,F,1.7,98,,Science,Private,Medium,,Low,,76,Yes,6,Healthy,7,Yes,Yes,Visual,Low,1.3
19,M,2,98,8,Engineering,Private,Low,Medium,Medium,High,90,No,,Unhealthy,3,,No,Visual,High,2.3
22,F,2,100,11,Business,Private,Medium,High,Medium,High,63,No,6,,7,No,No,,Low,2.3
19,F,1.7,84,13,Law,Private,High,Low,Medium,High,45,,4,Balanced,4,No,Yes,Visual,Low,2
,F,2,96,12,Medicine,Private,Low,,High,High,25,Yes,6,Unhealthy,2,No,Yes,,High,2.7
20,M,2.7,95,14,Engineering,Private,,Medium,Medium,Low,87,Yes,6,Balanced,,No,No,Visual,Low,3.7
21,M,1.3,73,9,,Private,Medium,High,High,Low,,,5,Balanced,2,No,No,Auditory,Low,1.3
20,M,1,78,12,Business,,Low,Medium,High,Low,,Yes,4,,9,Yes,Yes,,Medium,4
19,M,3,79,6,Law,Public,Low,,High,Medium,65,No,4,Healthy,9,Yes,Yes,Visual,Low,2.7
19,F,1,,20,Engineering,Public,Low,High,High,,58,Yes,7,Healthy,10,Yes,No,Visual,,2.3
21,,1,95,12,,Private,Low,High,,Low,78,Yes,8,Unhealthy,4,No,Yes,Auditory,High,2
18,F,1.3,75,12,,Private,Medium,High,High,,88,Yes,4,Unhealthy,4,No,No,Kinesthetic,Low,
19,M,2.7,96,17,Engineering,Public,Low,Low,Low,Low,38,No,8,Healthy,,Yes,,Auditory,Medium,
20,F,4,82,8,Law,Private,High,Medium,Low,Low,61,No,9,,8,Yes,Yes,Auditory,Low,3
19,M,1,92,18,Science,Public,Medium,Medium,High,Medium,,No,9,Balanced,8,,No,Visual,Medium,1.7
18,F,1,91,8,Engineering,Private,High,High,High,Low,,No,,,9,No,,Visual,Medium,3.7
21,F,1.7,91,12,Arts,Private,Medium,Low,Medium,Medium,,No,6,Unhealthy,4,No,Yes,Visual,Medium,1
22,M,1.3,95,9,Medicine,Private,High,High,,High,71,No,7,Unhealthy,6,Yes,No,Visual,,1
18,F,1.7,95,9,Engineering,Public,High,,Medium,Medium,28,,9,Balanced,4,,No,Kinesthetic,Medium,
20,F,,94,14,Arts,Public,Low,,High,Low,98,Yes,6,Healthy,3,No,Yes,Kinesthetic,Medium,2.7
18,F,2.7,94,6,Law,Public,Medium,High,,High,70,Yes,8,,5,Yes,Yes,,,3.3
20,F,1.3,85,20,Arts,Public,Low,,Low,Low,79,Yes,,Balanced,9,,No,Visual,Low,2.7
20,M,1,85,14,Business,Public,Low,Low,Medium,High,86,,8,Balanced,5,Yes,No,Kinesthetic,,4
18,,4,79,14,Medicine,Private,High,Medium,,High,58,No,5,Unhealthy,5,No,Yes,Visual,High,2.7
18,F,2.7,76,6,Law,Private,Medium,High,Medium,Low,26,Yes,8,Healthy,,No,Yes,Visual,High,2.3
21,F,3.7,94,7,Science,Private,High,Medium,Low,High,39,Yes,5,,9,No,Yes,Kinesthetic,Low,3.7
22,M,3,96,10,Engineering,Private,,Low,Low,Low,48,No,6,Healthy,8,,No,Visual,Medium,2.7
20,M,4,87,10,Law,Public,High,Low,Low,Medium,91,No,9,Healthy,2,Yes,Yes,,Medium,1.3
18,,4,99,13,Arts,Public,High,High,Medium,,57,Yes,8,,2,No,No,Kinesthetic,Medium,2.3
21,,4,79,14,Business,Public,Medium,Low,Low,,85,No,9,,4,No,No,Kinesthetic,Low,1.7
20,F,1.3,95,9,Arts,Private,High,Medium,High,High,44,,8,Healthy,8,Yes,Yes,Kinesthetic,,2
22,M,2.7,,20,,Public,Medium,,Low,Medium,43,No,5,Healthy,5,No,No,Auditory,Medium,
19,F,1.3,88,5,Arts,,Medium,Low,Medium,Low,60,,7,Balanced,2,Yes,No,Kinesthetic,Low,3
21,F,3.3,94,13,Engineering,Public,Low,Medium,High,,30,No,4,Balanced,4,No,,Visual,High,
18,F,3.7,95,,Medicine,Public,High,,Low,High,25,Yes,4,Balanced,3,No,,Auditory,High,2
